Wat1,Wat2 | Wat1,Wat2 | ...Ten times
start
0.0587, 0.0391, 66.67 | 0.0538, 0.0342, 63.64 | 0.0587, 0.0342, 58.33 | 0.0587, 0.0391, 66.67 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0293, 54.55 | 0.0538, 0.0391, 72.73 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0538, 0.0342, 63.64 | 6000
0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 6100
0.0538, 0.0342, 63.64 | 0.0587, 0.0391, 66.67 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0293, 54.55 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 6200
0.0489, 0.0293, 60.00 | 0.0538, 0.0293, 54.55 | 0.0489, 0.0342, 70.00 | 0.0489, 0.0293, 60.00 | 0.0538, 0.0293, 54.55 | 0.0538, 0.0293, 54.55 | 0.0538, 0.0293, 54.55 | 0.0538, 0.0293, 54.55 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 6300
0.0391, 0.0293, 75.00 | 0.0391, 0.0293, 75.00 | 0.0391, 0.0293, 75.00 | 0.0391, 0.0293, 75.00 | 0.0391, 0.0244, 62.50 | 0.0391, 0.0293, 75.00 | 0.0440, 0.0293, 66.67 | 0.0391, 0.0293, 75.00 | 0.0391, 0.0244, 62.50 | 0.0391, 0.0293, 75.00 | 6400
0.0440, 0.0293, 66.67 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0440, 0.0293, 66.67 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0440, 0.0293, 66.67 | 0.0489, 0.0293, 60.00 | 6500
0.0391, 0.0244, 62.50 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0244, 55.56 | 0.0440, 0.0244, 55.56 | 0.0440, 0.0244, 55.56 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0244, 55.56 | 0.0440, 0.0244, 55.56 | 0.0440, 0.0244, 55.56 | 0.0440, 0.0244, 55.56 | 6600
0.0342, 0.0244, 71.43 | 0.0391, 0.0244, 62.50 | 0.0391, 0.0244, 62.50 | 0.0391, 0.0293, 75.00 | 0.0342, 0.0244, 71.43 | 0.0391, 0.0244, 62.50 | 0.0391, 0.0244, 62.50 | 0.0391, 0.0244, 62.50 | 0.0391, 0.0244, 62.50 | 0.0391, 0.0244, 62.50 | 6700
0.0000, 0.0244, inf | 0.0293, 0.0244, 83.33 | 0.0293, 0.0244, 83.33 | 0.0293, 0.0293, 100.00 | 0.0440, 0.0244, 55.56 | 0.0293, 0.0293, 100.00 | 0.0293, 0.0049, 16.67 | 0.0293, 0.0244, 83.33 | 0.0440, 0.0244, 55.56 | 0.0440, 0.0196, 44.44 | 6800
0.0489, 0.0244, 50.00 | 0.0440, 0.0293, 66.67 | 0.0391, 0.0244, 62.50 | 0.0244, 0.0196, 80.00 | 0.0244, 0.0244, 100.00 | 0.0342, 0.0342, 100.00 | 0.0538, 0.0244, 45.45 | 0.0440, 0.0342, 77.78 | 0.0489, 0.0293, 60.00 | 0.0391, 0.0293, 75.00 | 6900
0.1466, 0.0293, 20.00 | 0.0000, 0.0293, inf | 0.1808, 0.0293, 16.22 | 0.0000, 0.0293, inf | 0.0000, 0.0293, inf | 0.0000, 0.0293, inf | 0.0000, 0.0293, inf | 0.0000, 0.0293, inf | 0.2102, 0.0342, 16.28 | 0.0000, 0.0293, inf | 7000
0.0342, 0.0391, 114.29 | 0.0342, 0.0342, 100.00 | 0.0440, 0.0391, 88.89 | 0.0440, 0.0342, 77.78 | 0.0342, 0.0391, 114.29 | 0.0391, 0.0342, 87.50 | 0.0391, 0.0391, 100.00 | 0.0342, 0.0000, 0.00 | 0.0440, 0.0391, 88.89 | 0.0342, 0.0342, 100.00 | 7100
0.0587, 0.0489, 83.33 | 0.0587, 0.0489, 83.33 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0489, 83.33 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 7200
0.0635, 0.0489, 76.92 | 0.0635, 0.0538, 84.62 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0684, 0.0489, 71.43 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0733, 0.0489, 66.67 | 7300
0.0733, 0.0587, 80.00 | 0.0733, 0.0587, 80.00 | 0.0733, 0.0587, 80.00 | 0.0733, 0.0587, 80.00 | 0.0733, 0.0587, 80.00 | 0.0831, 0.0587, 70.59 | 0.0733, 0.0587, 80.00 | 0.0733, 0.0587, 80.00 | 0.0733, 0.0538, 73.33 | 0.0733, 0.0587, 80.00 | 7400
0.0733, 0.0635, 86.67 | 0.0782, 0.0684, 87.50 | 0.0782, 0.0635, 81.25 | 0.0782, 0.0635, 81.25 | 0.0782, 0.0635, 81.25 | 0.0782, 0.0635, 81.25 | 0.0782, 0.0635, 81.25 | 0.0782, 0.0684, 87.50 | 0.0782, 0.0635, 81.25 | 0.0782, 0.0635, 81.25 | 7500
0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0538, 73.33 | 7600
0.0684, 0.0489, 71.43 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0538, 73.33 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0538, 73.33 | 0.0733, 0.0538, 73.33 | 0.0733, 0.0538, 73.33 | 0.0733, 0.0538, 73.33 | 0.0782, 0.0489, 62.50 | 0.0684, 0.0538, 78.57 | 7700
0.0684, 0.0489, 71.43 | 0.0733, 0.0538, 73.33 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0538, 73.33 | 0.0684, 0.0489, 71.43 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0489, 66.67 | 0.0733, 0.0538, 73.33 | 0.0684, 0.0538, 78.57 | 0.0684, 0.0538, 78.57 | 7800
0.0684, 0.0538, 78.57 | 0.0684, 0.0538, 78.57 | 0.0684, 0.0538, 78.57 | 0.0684, 0.0538, 78.57 | 0.0684, 0.0538, 78.57 | 0.0684, 0.0538, 78.57 | 0.0684, 0.0538, 78.57 | 0.0684, 0.0538, 78.57 | 0.0733, 0.0538, 73.33 | 0.0684, 0.0538, 78.57 | 7900
0.0635, 0.0489, 76.92 | 0.0684, 0.0489, 71.43 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 8000
0.0635, 0.0440, 69.23 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0489, 76.92 | 0.0635, 0.0440, 69.23 | 0.0684, 0.0489, 71.43 | 0.0684, 0.0489, 71.43 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0440, 69.23 | 0.0635, 0.0440, 69.23 | 8100
0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0538, 0.0440, 81.82 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0391, 66.67 | 8200
0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0147, 27.27 | 8300
0.0538, 0.0391, 72.73 | 0.0489, 0.0342, 70.00 | 0.0489, 0.0342, 70.00 | 0.0489, 0.0391, 80.00 | 0.0489, 0.0391, 80.00 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0342, 63.64 | 0.0489, 0.0391, 80.00 | 0.0538, 0.0342, 63.64 | 8400
0.0489, 0.0342, 70.00 | 0.0440, 0.0342, 77.78 | 0.0489, 0.0342, 70.00 | 0.0538, 0.0342, 63.64 | 0.0489, 0.0342, 70.00 | 0.0489, 0.0342, 70.00 | 0.0489, 0.0342, 70.00 | 0.0538, 0.0342, 63.64 | 0.0489, 0.0342, 70.00 | 0.0489, 0.0342, 70.00 | 8500
0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0440, 0.0293, 66.67 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0342, 70.00 | 0.0489, 0.0342, 70.00 | 0.0489, 0.0342, 70.00 | 8600
0.0440, 0.0293, 66.67 | 0.0489, 0.0293, 60.00 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0489, 0.0293, 60.00 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 8700
0.0293, 0.0098, 33.33 | 0.0391, 0.0293, 75.00 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 8800
0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 8900
0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0489, 0.0293, 60.00 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 0.0489, 0.0293, 60.00 | 0.0440, 0.0293, 66.67 | 0.0440, 0.0293, 66.67 | 9000
0.0440, 0.0244, 55.56 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 9100
0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0342, 70.00 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0538, 0.0293, 54.55 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 9200
0.0489, 0.0342, 70.00 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0293, 54.55 | 0.0538, 0.0293, 54.55 | 0.0489, 0.0293, 60.00 | 0.0489, 0.0293, 60.00 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0489, 0.0342, 70.00 | 0.0538, 0.0342, 63.64 | 9300
0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0587, 0.0342, 58.33 | 0.0538, 0.0293, 54.55 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0587, 0.0342, 58.33 | 0.0635, 0.0342, 53.85 | 0.0538, 0.0342, 63.64 | 9400
0.0635, 0.0342, 53.85 | 0.0587, 0.0342, 58.33 | 0.0587, 0.0342, 58.33 | 0.0538, 0.0342, 63.64 | 0.0587, 0.0342, 58.33 | 0.0587, 0.0342, 58.33 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 9500
0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0391, 66.67 | 0.0635, 0.0391, 61.54 | 9600
0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0293, 42.86 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 0.0635, 0.0391, 61.54 | 0.0684, 0.0391, 57.14 | 0.0684, 0.0391, 57.14 | 9700
0.0782, 0.0440, 56.25 | 0.0684, 0.0440, 64.29 | 0.0733, 0.0440, 60.00 | 0.0782, 0.0440, 56.25 | 0.0733, 0.0440, 60.00 | 0.0733, 0.0440, 60.00 | 0.0782, 0.0440, 56.25 | 0.0733, 0.0440, 60.00 | 0.0733, 0.0440, 60.00 | 0.0684, 0.0440, 64.29 | 9800
0.0831, 0.0489, 58.82 | 0.0831, 0.0538, 64.71 | 0.0831, 0.0489, 58.82 | 0.0831, 0.0489, 58.82 | 0.0831, 0.0489, 58.82 | 0.0831, 0.0489, 58.82 | 0.0831, 0.0489, 58.82 | 0.0831, 0.0489, 58.82 | 0.0831, 0.0489, 58.82 | 0.0880, 0.0489, 55.56 | 9900
0.0929, 0.0538, 57.89 | 0.0929, 0.0587, 63.16 | 0.0929, 0.0587, 63.16 | 0.0929, 0.0538, 57.89 | 0.0978, 0.0587, 60.00 | 0.0978, 0.0538, 55.00 | 0.0929, 0.0538, 57.89 | 0.0929, 0.0538, 57.89 | 0.0929, 0.0587, 63.16 | 0.0929, 0.0587, 63.16 | 10000
0.1026, 0.0635, 61.90 | 0.1026, 0.0635, 61.90 | 0.1026, 0.0635, 61.90 | 0.1026, 0.0635, 61.90 | 0.1075, 0.0635, 59.09 | 0.1026, 0.0635, 61.90 | 0.1075, 0.0635, 59.09 | 0.1026, 0.0635, 61.90 | 0.1026, 0.0635, 61.90 | 0.1026, 0.0635, 61.90 | 10100
0.1173, 0.0684, 58.33 | 0.1173, 0.0684, 58.33 | 0.1124, 0.0684, 60.87 | 0.1124, 0.0733, 65.22 | 0.1124, 0.0684, 60.87 | 0.1173, 0.0733, 62.50 | 0.1124, 0.0684, 60.87 | 0.1124, 0.0831, 73.91 | 0.1124, 0.0684, 60.87 | 0.1173, 0.0684, 58.33 | 10200
0.1222, 0.0782, 64.00 | 0.1222, 0.0831, 68.00 | 0.1222, 0.0831, 68.00 | 0.1222, 0.0782, 64.00 | 0.1222, 0.0782, 64.00 | 0.1173, 0.0782, 66.67 | 0.1222, 0.0782, 64.00 | 0.1222, 0.0831, 68.00 | 0.1124, 0.0782, 69.57 | 0.1222, 0.0782, 64.00 | 10300
0.1320, 0.0880, 66.67 | 0.1320, 0.0880, 66.67 | 0.1320, 0.0831, 62.96 | 0.1320, 0.0831, 62.96 | 0.1320, 0.0831, 62.96 | 0.1369, 0.0831, 60.71 | 0.1320, 0.0880, 66.67 | 0.1320, 0.0880, 66.67 | 0.1320, 0.0880, 66.67 | 0.1320, 0.0831, 62.96 | 10400
0.1320, 0.0880, 66.67 | 0.1369, 0.0880, 64.29 | 0.1320, 0.0880, 66.67 | 0.1320, 0.0880, 66.67 | 0.1320, 0.0880, 66.67 | 0.1320, 0.0880, 66.67 | 0.1320, 0.0880, 66.67 | 0.1369, 0.0880, 64.29 | 0.1320, 0.0880, 66.67 | 0.1320, 0.0880, 66.67 | 10500
0.1417, 0.0978, 68.97 | 0.1417, 0.1026, 72.41 | 0.1417, 0.0978, 68.97 | 0.1417, 0.0978, 68.97 | 0.1417, 0.0978, 68.97 | 0.1417, 0.0978, 68.97 | 0.1417, 0.0978, 68.97 | 0.1417, 0.0929, 65.52 | 0.1417, 0.0978, 68.97 | 0.1417, 0.0978, 68.97 | 10600
0.1271, 0.0880, 69.23 | 0.1320, 0.0880, 66.67 | 0.1271, 0.0929, 73.08 | 0.1320, 0.0880, 66.67 | 0.1271, 0.0880, 69.23 | 0.1271, 0.0880, 69.23 | 0.1320, 0.0880, 66.67 | 0.1271, 0.0880, 69.23 | 0.1271, 0.0880, 69.23 | 0.1320, 0.0929, 70.37 | 10700
0.1222, 0.0880, 72.00 | 0.1222, 0.0880, 72.00 | 0.1222, 0.0880, 72.00 | 0.1222, 0.0880, 72.00 | 0.1222, 0.0880, 72.00 | 0.1222, 0.0880, 72.00 | 0.1271, 0.0880, 69.23 | 0.1222, 0.0880, 72.00 | 0.1271, 0.0880, 69.23 | 0.1271, 0.0880, 69.23 | 10800
0.1173, 0.0880, 75.00 | 0.1173, 0.0880, 75.00 | 0.1173, 0.0880, 75.00 | 0.1173, 0.0880, 75.00 | 0.1173, 0.0880, 75.00 | 0.1173, 0.0880, 75.00 | 0.1173, 0.0880, 75.00 | 0.1173, 0.0880, 75.00 | 0.1173, 0.0929, 79.17 | 0.1173, 0.0929, 79.17 | 10900
0.1124, 0.0831, 73.91 | 0.1173, 0.0831, 70.83 | 0.1173, 0.0831, 70.83 | 0.1173, 0.0831, 70.83 | 0.1173, 0.0831, 70.83 | 0.1124, 0.0831, 73.91 | 0.1124, 0.0831, 73.91 | 0.1124, 0.0831, 73.91 | 0.1173, 0.0831, 70.83 | 0.1026, 0.0831, 80.95 | 11000
0.1075, 0.0831, 77.27 | 0.1222, 0.0831, 68.00 | 0.1124, 0.0831, 73.91 | 0.1075, 0.0831, 77.27 | 0.1124, 0.0831, 73.91 | 0.0978, 0.0831, 85.00 | 0.1075, 0.0831, 77.27 | 0.1124, 0.0831, 73.91 | 0.1173, 0.0831, 70.83 | 0.1075, 0.0831, 77.27 | 11100
0.1075, 0.0782, 72.73 | 0.1075, 0.0782, 72.73 | 0.1075, 0.0782, 72.73 | 0.1075, 0.0782, 72.73 | 0.1075, 0.0782, 72.73 | 0.1075, 0.0782, 72.73 | 0.1124, 0.0831, 73.91 | 0.1075, 0.0782, 72.73 | 0.1075, 0.0782, 72.73 | 0.1075, 0.0782, 72.73 | 11200
0.1026, 0.0782, 76.19 | 0.0978, 0.0733, 75.00 | 0.1026, 0.0782, 76.19 | 0.1026, 0.0733, 71.43 | 0.1026, 0.0733, 71.43 | 0.1026, 0.0782, 76.19 | 0.1026, 0.0733, 71.43 | 0.1026, 0.0733, 71.43 | 0.0978, 0.0733, 75.00 | 0.1026, 0.0782, 76.19 | 11300
0.3666, 0.0733, 20.00 | 0.4154, 0.0684, 16.47 | 0.4203, 0.0684, 16.28 | 0.2395, 0.0733, 30.61 | 0.2444, 0.0733, 30.00 | 0.4497, 0.0733, 16.30 | 0.0000, 0.0733, inf | 0.2102, 0.0733, 34.88 | 0.4594, 0.0733, 15.96 | 0.0000, 0.0684, inf | 11400
0.0831, 0.0684, 82.35 | 0.0880, 0.0684, 77.78 | 0.0978, 0.0684, 70.00 | 0.0929, 0.0684, 73.68 | 0.0880, 0.0684, 77.78 | 0.0929, 0.0684, 73.68 | 0.0929, 0.0684, 73.68 | 0.0929, 0.0684, 73.68 | 0.0978, 0.0684, 70.00 | 0.0929, 0.0733, 78.95 | 11500
0.0684, 0.0635, 92.86 | 0.0587, 0.0635, 108.33 | 0.0782, 0.0635, 81.25 | 0.0782, 0.0635, 81.25 | 0.0831, 0.0635, 76.47 | 0.0831, 0.0635, 76.47 | 0.0733, 0.0635, 86.67 | 0.0929, 0.0635, 68.42 | 0.0684, 0.0684, 100.00 | 0.0978, 0.0635, 65.00 | 11600
0.5425, 0.0587, 10.81 | 0.4643, 0.0587, 12.63 | 0.3226, 0.0587, 18.18 | 0.0000, 0.0587, inf | 0.0000, 0.0587, inf | 0.0000, 0.0587, inf | 0.0000, 0.0587, inf | 0.3763, 0.0587, 15.58 | 0.3079, 0.0635, 20.63 | 0.0000, 0.0587, inf | 11700
0.5670, 0.0538, 9.48 | 0.4790, 0.0538, 11.22 | 0.0000, 0.0538, inf | 0.3324, 0.0538, 16.18 | 0.0000, 0.0587, inf | 0.0000, 0.0538, inf | 0.5425, 0.0538, 9.91 | 0.5376, 0.0587, 10.91 | 0.5425, 0.0538, 9.91 | 0.0000, 0.0587, inf | 11800
0.1857, 0.0538, 28.95 | 0.5034, 0.0538, 10.68 | 0.3128, 0.0538, 17.19 | 0.3568, 0.0538, 15.07 | 0.3079, 0.0538, 17.46 | 0.4057, 0.0538, 13.25 | 0.0000, 0.0489, inf | 0.4741, 0.0538, 11.34 | 0.0000, 0.0538, inf | 0.4106, 0.0538, 13.10 | 11900
0.0635, 0.0489, 76.92 | 0.0635, 0.0489, 76.92 | 0.0587, 0.0489, 83.33 | 0.0587, 0.0489, 83.33 | 0.0587, 0.0733, 125.00 | 0.0684, 0.0489, 71.43 | 0.0733, 0.0489, 66.67 | 0.0684, 0.0489, 71.43 | 0.0635, 0.0489, 76.92 | 0.0684, 0.0489, 71.43 | 12000
0.0733, 0.0440, 60.00 | 0.0489, 0.0440, 90.00 | 0.0538, 0.0489, 90.91 | 0.0635, 0.0489, 76.92 | 0.0733, 0.0440, 60.00 | 0.0587, 0.0440, 75.00 | 0.0733, 0.0440, 60.00 | 0.0684, 0.0440, 64.29 | 0.0538, 0.0391, 72.73 | 0.0733, 0.0391, 53.33 | 12100
0.0635, 0.0440, 69.23 | 0.0635, 0.0391, 61.54 | 0.0587, 0.0440, 75.00 | 0.0684, 0.0440, 64.29 | 0.0635, 0.0440, 69.23 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 0.0587, 0.0440, 75.00 | 12200
0.0538, 0.0391, 72.73 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0342, 58.33 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0440, 75.00 | 0.0538, 0.0440, 81.82 | 0.0587, 0.0391, 66.67 | 0.0538, 0.0440, 81.82 | 0.0635, 0.0391, 61.54 | 0.0391, 0.0391, 100.00 | 12300
0.0538, 0.0391, 72.73 | 0.0587, 0.0391, 66.67 | 0.0587, 0.0391, 66.67 | 0.0489, 0.0391, 80.00 | 0.0538, 0.0391, 72.73 | 0.0587, 0.0391, 66.67 | 0.0489, 0.0391, 80.00 | 0.0538, 0.0391, 72.73 | 0.0587, 0.0391, 66.67 | 0.0538, 0.0391, 72.73 | 12400
0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0342, 63.64 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0147, 27.27 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 0.0538, 0.0391, 72.73 | 12500
